CustomerID,Platform,Age,AgeGroup,Gender,Location,AccountAge_Months,SignupDate,PreferredLanguage,SubscriptionType,PaymentMethod,PaymentPlan,RenewalStatus, MonthlyCharges_INR , TotalCharges_INR ,PaymentDelays,FailedPayments,No_of_Subscription-Pauses,Referred_to_Friend,Avg_Monthly_WatchTime,Weekly_WatchedTime,Sessions_PerMonth,Avg_SessionDuration_Mins,No_of_ActiveDays,Last_LoginDate,No_of_InactiveDays,Content_Completion_Rate,Videos_Watched,Genres_Viewed,WatchlistSize,NumDownloads,PlatformFriends,DeviceRegistered,BufferingFrequency,PlaybackErrors,ServiceFailureCount,NetworkType,SupportTicketsPerMonth,SatisfactionScore,NetPromoterScore,ThumbsUp,ThumbsDown,AdEngagementRate_%,ChurnLabel,ChurnReason
CUST00274,ZEE5,26,25-34,Non-Binary,Bangalore,52,2019-09-04,Gujarati,Basic,UPI,Quarterly,Yes, ₹ 122.01 ," ₹ 6,222.89 ",0,1,2,Yes,871  min,202.6  min,15,53.7,8  days,2023-12-27,5  days,56.6  %,8  nos,Sci-Fi,7,5,4,Tablet,3,0,0,WiFi,2,5,3,15,7,36.8,0,N/A
CUST00275,Netflix,19,18-24,Male,Chennai,3,2023-09-06,Telugu,Standard,UPI,Monthly,No, ₹ 292.87 , ₹ 863.00 ,1,0,0,Yes,970  min,225.6  min,27,56,16  days,2023-12-21,11  days,71.8  %,37  nos,Horror,14,5,5,Mobile,1,1,0,3G,0,3,7,6,10,0,0,N/A
CUST00276,Netflix,38,35-44,Female,Lucknow,38,2020-11-13,Tamil,Standard,Credit Card,Quarterly,No, ₹ 281.41 ," ₹ 9,214.40 ",1,1,1,No,571  min,132.8  min,32,34.8,1  days,2023-12-28,4  days,81.5  %,39  nos,Thriller,12,4,2,Smart TV,1,0,1,WiFi,0,1,7,30,14,0,0,N/A
CUST00277,Amazon Prime,18,18-24,Male,Lucknow,1,2023-11-19,Gujarati,Premium,Credit Card,Monthly,Yes, ₹ 485.91 , ₹ 433.49 ,1,0,0,Yes,671  min,156  min,3,30,17  days,2023-12-28,4  days,46.2  %,29  nos,Comedy,12,7,3,Mobile,3,0,2,4G,1,4,4,40,12,0,0,N/A
CUST00278,Netflix,22,18-24,Female,Delhi,33,2021-03-21,Malayalam,Standard,Debit Card,Quarterly,Yes, ₹ 305.14 ," ₹ 8,927.23 ",0,2,1,Yes,879  min,204.4  min,17,61.5,12  days,2023-12-31,1  days,98.3  %,33  nos,Reality,1,5,3,Mobile,4,2,0,4G,0,4,5,39,6,0,1,Technical Issues
CUST00279,Netflix,19,18-24,Male,Bangalore,36,2021-01-08,Kannada,Standard,Debit Card,Monthly,Yes, ₹ 306.48 ," ₹ 10,473.47 ",0,0,0,No,814  min,189.3  min,10,11,8  days,2023-12-20,12  days,91.9  %,27  nos,Drama,33,5,1,Mobile,4,2,3,4G,1,3,4,0,6,0,0,N/A
CUST00280,Amazon Prime,31,25-34,Male,Pune,42,2020-07-20,Tamil,Premium,UPI,Monthly,Yes, ₹ 494.62 ," ₹ 18,482.21 ",1,0,1,No,997  min,231.9  min,4,31.2,12  days,2023-12-28,4  days,62.7  %,65  nos,Horror,3,1,3,Tablet,4,2,1,4G,0,5,9,20,2,0,0,N/A
CUST00281,Amazon Prime,21,18-24,Male,Mumbai,14,2022-10-14,Gujarati,Premium,Debit Card,Monthly,Yes, ₹ 465.33 ," ₹ 5,631.53 ",1,1,0,No,993  min,230.9  min,29,32,14  days,2023-12-30,2  days,78.9  %,33  nos,Reality,3,6,5,Smart TV,4,0,0,5G,1,4,10,31,13,0,0,N/A
CUST00282,SonyLiv,28,25-34,Male,Bangalore,42,2020-07-15,Gujarati,Premium,UPI,Annual,Yes, ₹ 499.29 ," ₹ 19,466.76 ",0,0,1,No,1264  min,294  min,17,72.5,0  days,2023-12-29,3  days,36.6  %,41  nos,Action,21,9,4,Laptop,2,1,1,WiFi,0,3,4,18,10,0,0,N/A
CUST00283,Amazon Prime,38,35-44,Female,Hyderabad,41,2020-08-13,English,Standard,UPI,Annual,No, ₹ 303.64 ," ₹ 10,738.37 ",1,0,0,No,1025  min,238.4  min,22,73,22  days,2023-12-30,2  days,58.9  %,79  nos,Sports,12,5,6,Smart TV,2,1,0,WiFi,0,4,4,37,8,0,0,N/A
CUST00284,SonyLiv,20,18-24,Female,Delhi,36,2021-01-02,Hindi,Standard,UPI,Annual,Yes, ₹ 293.96 ," ₹ 9,164.36 ",0,0,0,No,847  min,197  min,17,77.2,7  days,2023-12-19,13  days,28.8  %,45  nos,Reality,19,8,3,Mobile,2,1,0,5G,0,3,6,34,5,0,0,N/A
CUST00285,Amazon Prime,38,35-44,Male,Pune,52,2019-09-08,Telugu,Standard,UPI,Monthly,Yes, ₹ 312.04 ," ₹ 15,142.77 ",0,0,1,No,735  min,170.9  min,13,31,6  days,2023-12-28,4  days,35.1  %,43  nos,Romance,10,4,3,Smart TV,4,3,0,4G,1,2,3,20,10,0,0,N/A
CUST00286,Netflix,33,25-34,Female,Delhi,52,2019-09-23,Telugu,Standard,Net Banking,Monthly,Yes, ₹ 320.17 ," ₹ 15,151.85 ",0,0,0,No,1017  min,236.5  min,14,18.7,15  days,2023-12-31,1  days,55.5  %,25  nos,Sports,11,7,2,Smart TV,3,2,0,4G,0,1,4,26,2,0,1,Content
CUST00287,JioHotstar,36,35-44,Female,Bangalore,33,2021-04-11,Kannada,Basic,UPI,Monthly,Yes, ₹ 162.04 ," ₹ 5,126.34 ",0,0,0,No,1071  min,249.1  min,21,45.4,20  days,2023-12-27,5  days,68.2  %,20  nos,Documentary,10,3,0,Smart TV,0,0,0,4G,0,2,6,12,10,51.9,0,N/A
CUST00288,JioHotstar,37,35-44,Female,Bangalore,44,2020-04-30,Malayalam,Standard,UPI,Quarterly,No, ₹ 263.63 ," ₹ 10,357.40 ",1,0,2,Yes,1669  min,388.1  min,10,66.6,13  days,2023-12-31,1  days,42.9  %,38  nos,Reality,3,6,0,Smart TV,3,0,0,4G,1,3,7,15,10,0,0,N/A
CUST00289,JioHotstar,29,25-34,Male,Mumbai,11,2023-01-14,English,Family,Net Banking,Monthly,Yes, ₹ 633.33 ," ₹ 6,534.09 ",2,0,1,No,1671  min,388.6  min,17,33.5,18  days,2023-12-20,12  days,78.6  %,21  nos,Drama,15,4,4,Tablet,7,1,0,4G,0,4,7,20,9,0,0,N/A
CUST00290,JioHotstar,46,45-54,Female,Hyderabad,56,2019-05-07,Bengali,Basic,Wallet,Monthly,Yes, ₹ 177.28 ," ₹ 8,445.45 ",1,0,0,Yes,770  min,179.1  min,28,64.5,16  days,2023-12-29,3  days,53.7  %,30  nos,Sports,12,4,2,Mobile,1,2,0,WiFi,2,3,8,34,7,65.3,0,N/A
CUST00291,ZEE5,29,25-34,Female,Kolkata,60,2019-01-03,Gujarati,Premium,Debit Card,Quarterly,No, ₹ 498.37 ," ₹ 27,942.87 ",1,0,5,No,1035  min,240.7  min,20,38.9,12  days,2023-12-13,19  days,79.3  %,32  nos,Horror,0,3,3,Desktop,1,0,0,4G,0,3,4,36,9,0,0,N/A
CUST00292,JioHotstar,18,18-24,Male,Delhi,18,2022-06-22,English,Standard,UPI,Monthly,Yes, ₹ 316.66 ," ₹ 5,529.02 ",1,1,3,No,1106  min,257.2  min,19,17.5,21  days,2024-01-01,0  days,62.4  %,57  nos,Horror,6,4,4,Smart TV,1,1,0,WiFi,1,3,4,29,7,0,0,N/A
CUST00293,Netflix,43,35-44,Male,Hyderabad,6,2023-06-30,Gujarati,Family,Credit Card,Monthly,No, ₹ 622.75 ," ₹ 3,326.84 ",0,0,1,No,850  min,197.7  min,23,42,21  days,2023-12-13,19  days,63.1  %,45  nos,Thriller,20,3,5,Smart TV,4,0,1,WiFi,2,2,6,38,10,0,0,N/A
CUST00294,SonyLiv,19,18-24,Male,Chennai,57,2019-03-29,Telugu,Premium,Credit Card,Annual,Yes, ₹ 519.05 ," ₹ 25,496.29 ",0,0,0,No,734  min,170.7  min,19,44.1,10  days,2023-12-31,1  days,72.8  %,63  nos,Sci-Fi,1,8,4,Smart TV,5,2,0,4G,1,3,9,18,8,0,0,N/A
CUST00295,Netflix,40,35-44,Male,Lucknow,22,2022-02-25,Malayalam,Premium,UPI,Quarterly,Yes, ₹ 470.21 ," ₹ 9,076.69 ",0,0,0,No,531  min,123.5  min,11,21.2,17  days,2024-01-01,0  days,72.4  %,51  nos,Sports,4,7,1,Mobile,4,2,1,WiFi,1,5,5,29,19,0,0,N/A
CUST00296,Netflix,24,18-24,Female,Ahmedabad,37,2020-11-20,Hindi,Standard,Credit Card,Quarterly,Yes, ₹ 280.21 ," ₹ 10,331.23 ",0,0,0,No,521  min,121.2  min,22,72.8,17  days,2023-12-27,5  days,67.1  %,37  nos,Sci-Fi,1,2,1,Mobile,2,2,0,WiFi,0,2,5,42,0,0,0,N/A
CUST00297,Amazon Prime,18,18-24,Male,Hyderabad,42,2020-06-26,Bengali,Basic,UPI,Monthly,No, ₹ 154.39 ," ₹ 5,845.44 ",0,0,1,Yes,76  min,17.7  min,24,62.5,11  days,2024-01-01,0  days,61.8  %,41  nos,Documentary,11,4,2,Mobile,4,2,0,4G,1,5,8,10,13,22,0,N/A
CUST00298,SonyLiv,35,35-44,Male,Bangalore,40,2020-09-18,Tamil,Family,Net Banking,Annual,No, ₹ 638.80 ," ₹ 24,801.11 ",0,0,1,No,409  min,95.1  min,12,48.7,30  days,2023-12-09,23  days,56  %,0  nos,Documentary,8,2,3,Mobile,1,1,1,5G,0,3,5,7,6,0,0,N/A
CUST00299,Amazon Prime,39,35-44,Male,Pune,35,2021-02-12,Tamil,Family,UPI,Monthly,No, ₹ 645.77 ," ₹ 21,874.17 ",2,1,1,No,811  min,188.6  min,22,8.2,23  days,2023-12-12,20  days,67.7  %,69  nos,Sports,10,3,2,Tablet,3,0,0,WiFi,1,2,9,28,7,0,1,Price
CUST00300,Netflix,28,25-34,Male,Delhi,31,2021-05-25,Marathi,Basic,Credit Card,Quarterly,No, ₹ 121.31 ," ₹ 3,390.65 ",0,1,0,No,146  min,34  min,5,44.6,16  days,2023-12-31,1  days,64.5  %,59  nos,Horror,6,7,4,Tablet,3,1,0,3G,1,3,2,29,11,48.1,1,Technical Issues
CUST00301,JioHotstar,36,35-44,Male,Kolkata,25,2021-12-05,Marathi,Premium,Credit Card,Annual,No, ₹ 474.43 ," ₹ 10,759.61 ",3,0,0,No,1484  min,345.1  min,18,53.5,7  days,2023-12-31,1  days,90.4  %,15  nos,Comedy,28,3,3,Tablet,4,1,0,4G,1,3,3,29,5,0,0,N/A
CUST00302,Amazon Prime,42,35-44,Female,Pune,58,2019-02-28,English,Basic,Credit Card,Monthly,Yes, ₹ 164.47 ," ₹ 9,124.92 ",0,0,0,No,701  min,163  min,21,40,15  days,2023-12-21,11  days,100  %,54  nos,Documentary,0,7,7,Mobile,3,1,1,WiFi,0,3,6,42,9,38.4,0,N/A
CUST00303,Amazon Prime,31,25-34,Female,Ahmedabad,29,2021-08-07,Tamil,Basic,UPI,Annual,Yes, ₹ 126.05 ," ₹ 3,622.79 ",0,0,1,No,813  min,189.1  min,5,57.4,2  days,2023-12-17,15  days,73  %,0  nos,Drama,12,5,1,Mobile,6,1,0,WiFi,0,1,3,14,5,20.6,1,Infrequent Usage
CUST00304,Amazon Prime,41,35-44,Male,Pune,36,2020-12-24,English,Basic,Debit Card,Monthly,No, ₹ 133.50 ," ₹ 4,366.14 ",0,0,0,Yes,619  min,144  min,26,68.4,7  days,2023-12-27,5  days,40.6  %,16  nos,Romance,8,4,1,Smart TV,3,0,2,WiFi,0,4,6,29,10,11,0,N/A
CUST00305,Netflix,46,45-54,Male,Hyderabad,59,2019-02-04,Marathi,Premium,Credit Card,Annual,No, ₹ 490.93 ," ₹ 27,003.42 ",1,0,1,Yes,1228  min,285.6  min,20,44.6,27  days,2024-01-01,0  days,37.8  %,48  nos,Sports,24,1,1,Mobile,0,1,0,4G,1,2,4,46,12,0,0,N/A
CUST00306,JioHotstar,22,18-24,Female,Jaipur,44,2020-05-01,Gujarati,Standard,Credit Card,Monthly,No, ₹ 316.29 ," ₹ 12,751.64 ",0,0,0,No,722  min,167.9  min,15,77.3,20  days,2023-12-27,5  days,64.1  %,62  nos,Romance,10,9,4,Mobile,4,0,0,WiFi,0,2,6,18,3,0,0,N/A
CUST00307,SonyLiv,29,25-34,Male,Kolkata,33,2021-04-16,Gujarati,Basic,UPI,Annual,Yes, ₹ 162.77 ," ₹ 4,573.06 ",0,0,0,No,1119  min,260.2  min,23,52.1,5  days,2023-12-30,2  days,96.5  %,28  nos,Romance,33,6,6,Smart TV,3,0,0,4G,0,4,7,17,3,21.1,0,N/A
CUST00308,Netflix,19,18-24,Female,Pune,27,2021-09-15,Telugu,Basic,Net Banking,Monthly,Yes, ₹ 151.95 ," ₹ 3,649.09 ",1,0,0,No,1225  min,284.9  min,32,51.2,18  days,2023-12-24,8  days,47  %,70  nos,Thriller,9,6,4,Smart TV,2,0,1,4G,1,4,2,39,14,0,0,N/A
CUST00309,JioHotstar,24,18-24,Male,Jaipur,56,2019-05-21,Bengali,Standard,UPI,Monthly,Yes, ₹ 308.92 ," ₹ 16,357.28 ",0,0,0,No,1157  min,269.1  min,19,28,12  days,2023-12-26,6  days,56.9  %,60  nos,Romance,7,6,4,Laptop,6,2,0,4G,0,4,8,31,5,0,0,N/A
CUST00310,Netflix,18,18-24,Female,Mumbai,13,2022-11-17,English,Basic,UPI,Monthly,Yes, ₹ 139.10 ," ₹ 1,561.52 ",0,0,0,Yes,487  min,113.3  min,19,62.3,20  days,2024-01-01,0  days,48.4  %,42  nos,Thriller,19,6,1,Mobile,4,2,0,WiFi,1,3,6,20,5,12.7,0,N/A
CUST00311,ZEE5,41,35-44,Male,Mumbai,23,2022-01-25,English,Premium,Wallet,Monthly,No, ₹ 508.18 ," ₹ 10,060.07 ",0,1,0,No,1043  min,242.6  min,9,82,4  days,2023-12-25,7  days,100  %,55  nos,Thriller,13,5,4,Tablet,3,2,1,WiFi,0,3,3,18,10,0,0,N/A
CUST00312,Netflix,30,25-34,Non-Binary,Chennai,27,2021-10-05,Malayalam,Basic,Wallet,Monthly,No, ₹ 147.46 ," ₹ 3,440.32 ",1,0,0,No,1425  min,331.4  min,15,47.5,17  days,2023-12-31,1  days,73.7  %,35  nos,Thriller,0,4,0,Smart TV,3,1,0,4G,0,4,6,32,4,33.8,0,N/A
CUST00313,Amazon Prime,29,25-34,Female,Mumbai,51,2019-09-29,Gujarati,Standard,UPI,Quarterly,Yes, ₹ 292.93 ," ₹ 14,687.37 ",0,0,0,No,579  min,134.7  min,26,19.1,12  days,2023-12-31,1  days,80.1  %,53  nos,Thriller,10,4,3,Desktop,3,0,0,WiFi,2,2,3,25,10,0,0,N/A
CUST00314,Netflix,37,35-44,Female,Lucknow,9,2023-04-01,Kannada,Premium,UPI,Monthly,No, ₹ 449.64 ," ₹ 3,728.24 ",1,0,0,No,1396  min,324.7  min,25,39.1,20  days,2024-01-01,0  days,63.4  %,50  nos,Horror,30,6,1,Laptop,5,1,0,WiFi,1,4,5,31,9,0,0,N/A
CUST00315,JioHotstar,42,35-44,Male,Mumbai,5,2023-08-02,Marathi,Standard,Net Banking,Annual,Yes, ₹ 324.83 ," ₹ 1,437.21 ",2,2,1,No,1022  min,237.7  min,30,14.8,14  days,2023-12-22,10  days,51.2  %,32  nos,Horror,0,8,4,Laptop,1,0,0,WiFi,1,2,8,28,0,0,1,Found Alternative
CUST00316,Amazon Prime,35,35-44,Male,Mumbai,34,2021-03-14,Malayalam,Standard,Debit Card,Monthly,Yes, ₹ 293.96 ," ₹ 9,310.44 ",0,0,1,No,643  min,149.5  min,4,38.9,19  days,2023-12-01,31  days,55.4  %,50  nos,Sci-Fi,31,8,0,Mobile,2,1,1,5G,2,3,4,24,8,0,0,N/A
CUST00317,JioHotstar,40,35-44,Male,Bangalore,31,2021-05-26,Bengali,Premium,Debit Card,Monthly,No, ₹ 510.82 ," ₹ 14,661.91 ",1,0,0,No,837  min,194.7  min,16,55.1,11  days,2023-12-28,4  days,57.2  %,66  nos,Action,22,10,1,Smart TV,0,0,0,WiFi,0,2,2,14,7,0,0,N/A
CUST00318,Amazon Prime,33,25-34,Male,Jaipur,56,2019-04-30,Kannada,Basic,Net Banking,Annual,Yes, ₹ 143.57 ," ₹ 7,175.38 ",0,0,0,No,791  min,184  min,27,53.6,14  days,2023-12-23,9  days,100  %,20  nos,Horror,17,6,2,Mobile,4,1,0,4G,1,2,6,32,13,29.5,1,Financial Constraint
CUST00319,Netflix,33,25-34,Female,Chennai,8,2023-04-27,Malayalam,Basic,UPI,Quarterly,Yes, ₹ 122.72 , ₹ 906.64 ,1,1,2,No,875  min,203.5  min,7,25,19  days,2024-01-01,0  days,69  %,38  nos,Reality,6,3,3,Mobile,2,0,0,WiFi,2,4,7,22,8,4.5,0,N/A
CUST00320,Netflix,30,25-34,Female,Chennai,45,2020-03-30,Malayalam,Family,UPI,Monthly,Yes, ₹ 631.79 ," ₹ 25,705.17 ",0,0,0,No,1127  min,262.1  min,18,56.9,6  days,2024-01-01,0  days,66.7  %,25  nos,Documentary,17,5,3,Laptop,3,1,0,4G,2,2,8,34,7,0,1,Found Alternative
CUST00321,Amazon Prime,30,25-34,Female,Kolkata,6,2023-06-26,Telugu,Family,UPI,Annual,Yes, ₹ 695.98 ," ₹ 3,668.17 ",0,0,0,No,1279  min,297.4  min,16,33.9,15  days,2023-12-27,5  days,38.6  %,0  nos,Thriller,27,6,1,Smart TV,0,0,0,5G,1,3,8,26,4,0,0,N/A
CUST00322,JioHotstar,43,35-44,Female,Lucknow,25,2021-11-29,Malayalam,Premium,Credit Card,Monthly,No, ₹ 502.87 ," ₹ 11,723.09 ",1,0,0,No,901  min,209.5  min,16,70.4,15  days,2023-12-29,3  days,69.4  %,54  nos,Comedy,12,5,4,Smart TV,5,1,0,4G,0,3,5,18,10,0,0,N/A
CUST00323,ZEE5,33,25-34,Female,Hyderabad,58,2019-03-08,Marathi,Standard,Debit Card,Annual,Yes, ₹ 314.47 ," ₹ 16,161.96 ",2,0,0,No,479  min,111.4  min,26,63.9,5  days,2024-01-01,0  days,90  %,29  nos,Documentary,41,5,1,Laptop,0,0,1,5G,2,3,6,13,5,0,0,N/A
CUST00324,ZEE5,47,45-54,Male,Pune,1,2023-12-02,Hindi,Family,Debit Card,Monthly,No, ₹ 663.97 , ₹ 594.44 ,0,0,1,No,1064  min,247.4  min,22,48.4,9  days,2023-12-31,1  days,76.4  %,41  nos,Thriller,12,3,1,Mobile,4,0,0,WiFi,0,4,9,26,15,0,0,N/A
CUST00325,ZEE5,45,45-54,Female,Jaipur,35,2021-01-19,Gujarati,Standard,Debit Card,Monthly,Yes, ₹ 314.55 ," ₹ 9,615.66 ",1,0,0,No,929  min,216  min,21,22.4,7  days,2023-12-31,1  days,65  %,60  nos,Reality,14,6,2,Mobile,3,1,2,WiFi,0,4,4,24,7,0,0,N/A
CUST00326,JioHotstar,38,35-44,Female,Chennai,51,2019-10-21,English,Premium,UPI,Monthly,No, ₹ 535.87 ," ₹ 26,056.89 ",0,0,0,No,927  min,215.6  min,0,39.7,17  days,2023-12-22,10  days,44.2  %,22  nos,Drama,0,6,2,Smart TV,7,0,1,WiFi,0,2,8,6,10,0,0,N/A
CUST00327,JioHotstar,20,18-24,Male,Mumbai,53,2019-08-07,Marathi,Standard,UPI,Monthly,No, ₹ 276.24 ," ₹ 14,354.76 ",1,0,0,Yes,612  min,142.3  min,13,44.5,5  days,2023-12-29,3  days,93.6  %,23  nos,Reality,2,5,0,Tablet,3,4,1,4G,2,2,8,16,6,0,0,N/A
CUST00328,Netflix,30,25-34,Female,Hyderabad,37,2020-11-22,Tamil,Standard,Net Banking,Monthly,Yes, ₹ 305.77 ," ₹ 11,309.02 ",0,0,1,No,1100  min,255.8  min,21,5,6  days,2023-12-26,6  days,68.6  %,45  nos,Reality,18,7,2,Smart TV,2,1,0,WiFi,2,3,9,26,6,0,0,N/A
CUST00329,SonyLiv,18,18-24,Male,Hyderabad,6,2023-06-16,Malayalam,Standard,UPI,Monthly,Yes, ₹ 305.21 ," ₹ 1,694.42 ",0,0,0,No,453  min,105.3  min,12,80.9,16  days,2024-01-01,0  days,80.4  %,24  nos,Comedy,17,7,3,Laptop,2,1,1,4G,0,4,6,36,0,0,0,N/A
CUST00330,Amazon Prime,38,35-44,Female,Jaipur,43,2020-06-19,Gujarati,Basic,UPI,Annual,Yes, ₹ 148.85 ," ₹ 6,327.72 ",1,0,0,Yes,1211  min,281.6  min,17,27.5,7  days,2023-12-30,2  days,54.4  %,32  nos,Documentary,16,6,3,Smart TV,4,1,1,WiFi,1,4,8,26,6,20.1,0,N/A
CUST00331,JioHotstar,45,45-54,Male,Kolkata,12,2022-12-21,Marathi,Standard,Wallet,Monthly,Yes, ₹ 302.33 ," ₹ 3,108.19 ",0,1,0,No,778  min,180.9  min,19,30.3,14  days,2023-12-30,2  days,88.5  %,82  nos,Thriller,0,5,5,Laptop,3,0,1,WiFi,0,1,4,7,0,0,0,N/A
CUST00332,Netflix,20,18-24,Female,Chennai,43,2020-06-09,Tamil,Premium,UPI,Monthly,Yes, ₹ 467.59 ," ₹ 17,426.02 ",0,1,0,No,1034  min,240.5  min,10,5,24  days,2023-12-31,1  days,45  %,70  nos,Action,0,5,1,Mobile,0,1,1,4G,1,2,5,23,7,0,1,Technical Issues
CUST00333,SonyLiv,36,35-44,Female,Lucknow,50,2019-10-30,Tamil,Premium,Debit Card,Monthly,No, ₹ 480.93 ," ₹ 22,339.68 ",1,1,0,No,953  min,221.6  min,33,88.6,11  days,2023-12-28,4  days,89.7  %,71  nos,Action,23,4,4,Mobile,1,1,1,4G,1,4,1,19,6,0,0,N/A
CUST00334,Netflix,27,25-34,Female,Mumbai,5,2023-07-19,Kannada,Premium,Debit Card,Annual,Yes, ₹ 500.09 ," ₹ 2,165.85 ",0,1,0,No,1076  min,250.2  min,18,69.5,10  days,2023-12-28,4  days,75.3  %,39  nos,Documentary,29,2,3,Mobile,1,3,0,WiFi,0,2,6,11,6,0,0,N/A
CUST00335,Netflix,28,25-34,Male,Lucknow,37,2020-12-09,English,Basic,Debit Card,Monthly,No, ₹ 154.62 ," ₹ 4,881.24 ",0,0,0,Yes,632  min,147  min,26,43.5,8  days,2023-12-26,6  days,51.2  %,26  nos,Sports,9,8,2,Mobile,2,0,2,4G,0,2,5,20,3,19.6,0,N/A
CUST00336,Netflix,35,35-44,Female,Hyderabad,43,2020-05-31,Bengali,Basic,Wallet,Monthly,No, ₹ 122.69 ," ₹ 4,979.54 ",0,1,0,No,895  min,208.1  min,15,44,24  days,2024-01-01,0  days,94.1  %,50  nos,Action,17,10,2,Tablet,2,2,0,5G,2,2,8,27,15,32.5,1,Content
CUST00337,Amazon Prime,29,25-34,Male,Pune,36,2020-12-31,Telugu,Standard,Debit Card,Monthly,Yes, ₹ 279.50 ," ₹ 9,466.38 ",0,0,0,No,529  min,123  min,13,14.7,17  days,2023-12-31,1  days,100  %,36  nos,Comedy,14,6,0,Mobile,2,2,1,WiFi,1,3,4,29,0,0,0,N/A
CUST00338,SonyLiv,32,25-34,Female,Kolkata,48,2020-01-22,Gujarati,Family,Credit Card,Annual,No, ₹ 643.86 ," ₹ 29,311.64 ",0,0,0,No,427  min,99.3  min,8,47.1,15  days,2023-12-11,21  days,43.6  %,34  nos,Comedy,9,5,4,Mobile,4,0,1,4G,0,3,4,40,2,0,0,N/A
CUST00339,Netflix,31,25-34,Male,Bangalore,50,2019-11-04,Hindi,Premium,UPI,Monthly,Yes, ₹ 511.80 ," ₹ 23,451.97 ",0,0,0,No,1015  min,236  min,16,57.7,6  days,2023-12-25,7  days,55.1  %,56  nos,Romance,15,4,5,Mobile,1,1,1,WiFi,2,4,7,32,9,0,0,N/A
CUST00340,Netflix,33,25-34,Non-Binary,Lucknow,19,2022-06-04,Telugu,Standard,UPI,Monthly,Yes, ₹ 273.66 ," ₹ 5,027.82 ",0,0,0,Yes,817  min,190  min,7,49.8,16  days,2023-12-30,2  days,88.6  %,41  nos,Reality,17,5,1,Smart TV,2,0,0,4G,3,3,4,9,14,0,0,N/A
CUST00341,Amazon Prime,37,35-44,Male,Bangalore,14,2022-11-02,Telugu,Basic,Net Banking,Monthly,Yes, ₹ 116.52 ," ₹ 1,487.66 ",1,1,3,No,986  min,229.3  min,6,52.3,15  days,2023-12-25,7  days,73.3  %,14  nos,Thriller,12,5,1,Laptop,1,1,0,WiFi,1,3,5,35,15,23.2,0,N/A
CUST00342,ZEE5,30,25-34,Female,Ahmedabad,47,2020-01-24,Marathi,Premium,UPI,Monthly,No, ₹ 542.42 ," ₹ 23,994.44 ",2,0,0,No,816  min,189.8  min,20,30,20  days,2023-12-31,1  days,53.6  %,56  nos,Horror,3,3,1,Mobile,4,1,0,5G,1,2,4,27,5,0,0,N/A
CUST00343,JioHotstar,21,18-24,Female,Mumbai,36,2020-12-31,English,Standard,UPI,Monthly,No, ₹ 275.46 ," ₹ 9,200.64 ",1,0,1,No,1524  min,354.4  min,15,69.2,14  days,2023-12-29,3  days,75.6  %,49  nos,Action,18,5,2,Smart TV,2,0,0,4G,0,2,4,44,6,0,0,N/A
CUST00344,Netflix,37,35-44,Male,Pune,21,2022-03-19,Bengali,Standard,Credit Card,Quarterly,Yes, ₹ 300.06 ," ₹ 5,844.71 ",0,0,2,Yes,1065  min,247.7  min,18,58.1,16  days,2023-12-26,6  days,46.9  %,60  nos,Sci-Fi,25,4,4,Mobile,2,1,1,4G,1,2,8,35,4,0,1,Technical Issues
CUST00345,ZEE5,35,35-44,Female,Pune,29,2021-08-08,Marathi,Standard,UPI,Quarterly,Yes, ₹ 273.45 ," ₹ 6,980.74 ",0,0,0,No,1264  min,294  min,32,39.1,6  days,2024-01-01,0  days,42.1  %,53  nos,Romance,33,7,1,Mobile,3,3,1,4G,0,3,4,24,4,0,0,N/A
CUST00346,Netflix,18,18-24,Female,Delhi,8,2023-04-13,Malayalam,Standard,UPI,Annual,No, ₹ 293.40 ," ₹ 2,338.47 ",1,0,1,No,1301  min,302.6  min,22,61.5,1  days,2024-01-01,0  days,56.8  %,35  nos,Comedy,22,7,1,Mobile,2,0,1,WiFi,1,3,6,29,10,0,0,N/A
CUST00347,ZEE5,36,35-44,Female,Bangalore,12,2023-01-04,Tamil,Basic,Net Banking,Monthly,Yes, ₹ 136.57 ," ₹ 1,581.96 ",2,0,1,No,1745  min,405.8  min,15,64.2,10  days,2023-12-29,3  days,52  %,57  nos,Comedy,0,3,0,Mobile,1,1,4,WiFi,1,3,6,22,13,27.9,0,N/A
CUST00348,JioHotstar,34,25-34,Male,Ahmedabad,34,2021-02-16,Malayalam,Standard,UPI,Annual,Yes, ₹ 324.95 ," ₹ 10,366.94 ",2,1,0,No,868  min,201.9  min,27,39.8,22  days,2023-12-26,6  days,62.9  %,40  nos,Documentary,0,3,1,Smart TV,7,1,2,4G,1,4,7,47,8,0,1,Infrequent Usage
CUST00349,Netflix,36,35-44,Female,Chennai,4,2023-08-24,Tamil,Basic,Debit Card,Monthly,No, ₹ 129.39 , ₹ 491.71 ,0,0,0,No,526  min,122.3  min,21,34.5,10  days,2023-12-31,1  days,54.5  %,12  nos,Romance,7,3,2,Mobile,0,1,2,WiFi,0,5,3,19,6,26.1,0,N/A
CUST00350,ZEE5,34,25-34,Male,Kolkata,42,2020-06-29,Gujarati,Basic,Credit Card,Quarterly,No, ₹ 149.71 ," ₹ 5,432.48 ",0,0,0,No,771  min,179.3  min,15,19.3,11  days,2023-12-30,2  days,62.5  %,18  nos,Horror,6,8,2,Tablet,12,0,1,5G,0,2,6,21,9,43.4,0,N/A
