show_id,title,type,platform,primary_genre,genres,director,cast,country,language,release_year,date_added,rating,duration,duration_minutes,num_seasons,num_episodes,imdb_rating,rotten_tomatoes_score,imdb_votes,budget_million_usd,production_company,awards_won,hours_watched_million,description
s1947,Beyond Redemption,Movie,Amazon Prime Video,Adventure,"Adventure, Romance",Christopher Waititi,"Masami Nagasawa, Aamir Khan, Antonio Banderas",India,Hindi,2022,2023-09-13,R,82 min,82.0,,,6.5,76,8540,25.4,Red Chillies Entertainment,0,12,A teacher must confront family secrets while discovering who he truly is.
s1948,A Fragile Heart,Movie,Netflix,Drama,Drama,James Peele,"Shah Rukh Khan, Amitabh Bachchan, Song Kang-ho",United States,English,1980,1984-09-07,G,94 min,94.0,,,7.1,75,522,10.0,Studio Ghibli,0,0,A scientist must confront moral dilemmas while discovering who he truly is.
s1949,The Last of Us,TV Show,Netflix,Reality TV,"Reality TV, Sci-Fi",Alejandro Zhao,"Vicky Kaushal, Brad Pitt, Paul Mescal, Hiroyuki Sanada",United States,English,2016,2018-03-14,TV-G,1 Season,,1.0,10.0,6.6,68,22319,,Netflix Studios,0,35,"When soldier loses everything, they embark on a journey to uncover the truth."
s1950,Between Lives,Movie,Disney+,Drama,"Drama, Sci-Fi",Jordan del Toro,"Millie Bobby Brown, Lupita Nyong'o, Léa Seydoux",United States,English,2022,2024-07-07,PG,108 min,108.0,,,6.7,73,1420,11.3,Red Chillies Entertainment,0,2,A teacher must confront personal demons while risking everything.
s1951,The Bear,TV Show,Netflix,Crime,"Crime, Game Show",,"Song Kang-ho, Margot Robbie, Timothée Chalamet",United States,English,1998,1998-01-04,TV-14,3 Seasons,,3.0,18.0,4.9,49,1902,,Marvel Studios,0,4,A criminal must confront moral dilemmas while risking everything.
s1952,The Gentlemen,TV Show,Netflix,Game Show,Game Show,Pedro Fincher,"Deepika Padukone, Margot Robbie, Zendaya, Cate Blanchett, Noah Schnapp",United States,English,2024,2025-02-20,TV-Y,6 Seasons,,6.0,72.0,6.8,57,18541,,Amazon MGM Studios,0,39,"When journalist loses everything, they embark on a journey to rebuild her life."
s1953,Emily in Paris,TV Show,Peacock,Documentary,"Documentary, Talk Show",,"Brad Pitt, Penélope Cruz, Hiroyuki Sanada, Priyanka Chopra, Song Kang-ho",United States,English,2021,2023-05-28,TV-MA,1 Season,,1.0,16.0,9.0,89,76,,CJ Entertainment,0,0,An investigation into political scandal that shook the world.
s1954,Resurrection,Movie,Paramount+,Comedy,"Comedy, Mystery",Quentin Villeneuve,"Noah Schnapp, Tom Hanks, Robert De Niro, Viola Davis, Deepika Padukone",South Korea,Korean,2017,2017-05-11,Not Rated,98 min,98.0,,,6.5,62,40698,2.5,MRC,0,18,"When mother meets a charming stranger, their lives turn upside down."
s1955,Vertigo,Movie,Netflix,Thriller,Thriller,Lars Kore-eda,"Millie Bobby Brown, Deepika Padukone, Ken Watanabe",South Korea,Korean,1989,1991-08-28,PG-13,105 min,105.0,,,5.7,67,269660,7.5,Universal Pictures,0,450,A teacher uncovers a dark secret about corporation.
s1956,When We Were Young,Movie,Apple TV+,Horror,"Horror, Action, Mystery",Taika Tarantino,"Marion Cotillard, Priyanka Chopra, Gong Yoo",Egypt,Arabic,2021,2024-10-06,PG-13,108 min,108.0,,,7.9,76,4369,5.2,CJ Entertainment,1,1,An isolated mansion hides a terrifying corporation.
s1957,When Love Breaks,Movie,Amazon Prime Video,Fantasy,"Fantasy, Crime",Martin Cuarón,"Robert De Niro, Noah Schnapp, Florence Pugh",United States,English,2011,2011-03-12,R,110 min,110.0,,,7.0,78,45994,5.3,Studio Ghibli,0,28,"When scientist loses everything, they embark on a journey to find redemption."
s1958,The Last Witness,Movie,Disney+,Action,"Action, Comedy",,"Amitabh Bachchan, Léa Seydoux, Jennifer Lawrence, IU",United States,English,2025,2026-11-28,R,118 min,118.0,,,6.1,56,10220,41.4,Red Chillies Entertainment,0,23,A former spy is pulled back into action when a mysterious disappearance.
s1959,The Boys: Legacy,TV Show,Netflix,Thriller,"Thriller, Mystery",,"Antonio Banderas, Pedro Pascal, Ranbir Kapoor",United Kingdom,English,2021,2022-12-01,TV-14,1 Season,,1.0,22.0,7.7,99,2875,,Focus Features,8,5,A series of murders leads detective into a deadly game.
s1960,The Sandman,TV Show,Disney+,Drama,"Drama, Game Show",Guillermo DuVernay,"Will Smith, Kareena Kapoor",United States,English,2024,2024-07-26,TV-14,3 Seasons,,3.0,36.0,8.2,89,3896,,Yash Raj Films,0,7,"As a mysterious disappearance unfolds, musician discovers his true identity."
s1961,When the Stars Fall,Movie,JioCinema,Fantasy,Fantasy,Park Peele,"Park Seo-joon, Viola Davis, Meryl Streep, Jenna Ortega",United Kingdom,English,2021,2024-03-05,PG-13,52 min,52.0,,,8.5,75,12962,140.1,A24,1,13,"When journalist loses everything, they embark on a journey to uncover the truth."
s1962,In the Heart of Winter,Movie,Apple TV+,Adventure,"Adventure, Action",Taika Tarantino,"Ranveer Singh, Will Smith",United States,English,2013,2018-11-15,R,101 min,101.0,,,8.3,89,1823,31.4,T-Series,2,1,"When teacher loses everything, they embark on a journey to rebuild her life."
s1963,In the Heart of Winter,Movie,Paramount+,Romance,"Romance, Action",Rajkumar Waititi,"Leonardo DiCaprio, Ken Watanabe, Shah Rukh Khan, Penélope Cruz, Paul Mescal",United States,English,2011,2013-04-18,R,71 min,71.0,,,7.0,66,8025,4.2,Working Title Films,0,13,Two strangers meet in apartment building and their lives are forever changed.
s1964,Between Us,Movie,Netflix,Drama,"Drama, Horror, Romance",Park DuVernay,"Dwayne Johnson, Kim Soo-hyun, Aamir Khan, Ayaka Miyoshi, Marion Cotillard",Japan,Japanese,2019,2020-01-25,R,140 min,140.0,,,7.9,75,7288,23.7,Amazon MGM Studios,0,4,A detective must confront personal demons while discovering who he truly is.
s1965,The Empress,TV Show,Netflix,Drama,Drama,,"Ranbir Kapoor, Paul Mescal, Will Smith, Jun Ji-hyun, Florence Pugh",United Kingdom,English,2024,2024-05-12,TV-G,1 Season,,1.0,10.0,6.2,75,27168,,Warner Bros,0,53,A doctor must confront family secrets while discovering who he truly is.
s1966,When You Return,Movie,Disney+,Comedy,"Comedy, Fantasy",,"Tilda Swinton, Margot Robbie, Will Smith, Javier Bardem, Ryan Reynolds",Spain,Spanish,2016,2021-04-07,PG-13,111 min,111.0,,,6.6,63,441508,11.6,Lucasfilm,1,943,journalist must navigate the chaos of modern dating.
s1967,When You Return,Movie,Amazon Prime Video,Action,"Action, Horror",David Kore-eda,"Jenna Ortega, Oscar Isaac",United Kingdom,English,1997,2000-06-10,PG-13,105 min,105.0,,,7.5,67,8357,63.6,Walt Disney Pictures,1,17,detective must stop a ruthless crime lord before trying to save those he loves.
s1968,Vertigo,Movie,Hulu,War,"War, Thriller",Taika Akhtar,"Tom Hanks, Masami Nagasawa, Meryl Streep, Millie Bobby Brown",South Korea,Korean,2016,2017-06-23,PG-13,121 min,121.0,,,5.4,47,12328,27.0,Legendary Pictures,0,4,"When detective loses everything, they embark on a journey to rebuild her life."
s1969,The Gentlemen,TV Show,Netflix,Documentary,"Documentary, Animation",,"Park Seo-joon, Meryl Streep, Sakura Ando, Tom Hanks, Kim Soo-hyun",Thailand,Thai,2022,2026-10-06,TV-Y7,1 Season,,1.0,12.0,7.5,83,22364,,MAPPA,0,14,An in-depth look at climate change and its impact on society.
s1970,Vertigo,Movie,HBO Max,War,"War, Comedy",Greta Blanchett,"Paul Mescal, Noah Schnapp",Nigeria,English,2023,2025-07-02,PG-13,127 min,127.0,,,6.9,60,34061,12.6,Paramount Pictures,0,56,"As a deadly accident unfolds, teacher discovers his true identity."
s1971,The Last Dance,Movie,HBO Max,Thriller,"Thriller, Comedy",Bong Bigelow,"Robert De Niro, Antonio Banderas, Oscar Isaac",United States,English,2021,2021-04-10,PG-13,99 min,99.0,,,6.0,64,33486,14.8,Walt Disney Pictures,0,75,A series of murders leads doctor into a deadly game.
s1972,In the Depths of Night,Movie,Peacock,Romance,"Romance, Thriller",Taika von Trier,"Ayaka Miyoshi, Florence Pugh",Japan,Japanese,2024,2026-03-22,PG,108 min,108.0,,,7.8,81,8133,1.8,Amazon MGM Studios,1,12,"A doctor falls for an old friend, but their worlds couldn't be more different."
s1973,Beyond the Silence,Movie,Disney+,Romance,Romance,,"Millie Bobby Brown, Shah Rukh Khan, Denzel Washington, Ken Watanabe",United States,English,2020,2020-07-14,PG,117 min,117.0,,,6.1,53,903,1.8,MAPPA,0,1,"After years apart, artist reconnects with a charming stranger in remote island."
s1974,Between Lives,Movie,HBO Max,Action,"Action, Fantasy",Guillermo Prince-Bythewood,"Tom Hanks, Meryl Streep, Nicole Kidman, Ryan Reynolds",China,Mandarin,2025,2026-09-24,PG-13,109 min,109.0,,,7.5,80,388,9.0,CJ Entertainment,0,0,"After a mysterious disappearance, artist seeks revenge against a shadowy organization."
s1975,The Sandman,TV Show,Amazon Prime Video,Drama,"Drama, Kids",,"Meryl Streep, Zendaya, IU, Millie Bobby Brown, Will Smith",Japan,Japanese,1982,1982-09-23,TV-PG,8 Seasons,,8.0,80.0,7.0,56,7453,,Focus Features,0,10,"As a shocking revelation unfolds, musician discovers a hidden truth."
s1976,A Silent Echo,Movie,Disney+,Fantasy,Fantasy,David Chan-wook,"Alia Bhatt, Priyanka Chopra",United Kingdom,English,2024,2025-09-10,PG-13,103 min,103.0,,,6.1,56,15377,44.8,Lionsgate,0,35,"When soldier loses everything, they embark on a journey to uncover the truth."
s1977,The Lincoln Lawyer,TV Show,Peacock,Comedy,"Comedy, Thriller",Barry Peele,"Dwayne Johnson, Marion Cotillard",United States,English,2017,2018-05-10,TV-14,1 Season,,1.0,8.0,6.6,68,1537,,Blumhouse,0,2,A musician accidentally a deadly accident and hilarity ensues.
s1978,The Gentlemen,TV Show,Hulu,Drama,Drama,,"Javier Bardem, Zendaya",United States,English,1994,1996-05-24,TV-MA,4 Seasons,,4.0,40.0,5.9,43,9219,,T-Series,0,9,"When journalist loses everything, they embark on a journey to find redemption."
s1979,The Cartographer,Movie,Disney+,Comedy,"Comedy, Documentary, Sci-Fi",Zoya Kashyap,"Will Smith, Noah Schnapp, Jun Ji-hyun, Marion Cotillard",United Kingdom,English,2015,2015-05-20,Not Rated,114 min,114.0,,,6.5,70,9250,2.6,Lucasfilm,0,14,A teacher accidentally a mysterious disappearance and hilarity ensues.
s1980,Kingdom,TV Show,HBO Max,Reality TV,"Reality TV, Comedy",Park Coppola,"Florence Pugh, Priyanka Chopra",United Kingdom,English,2020,2023-10-17,TV-14,1 Season,,1.0,10.0,8.0,77,47371,,Lucasfilm,0,43,A soldier must confront his past while discovering who he truly is.
s1981,The White Lotus,TV Show,Crunchyroll,Comedy,"Comedy, Animation, Reality TV",James Kashyap,"Scarlett Johansson, Jun Ji-hyun",United Kingdom,English,2020,2020-05-23,TV-14,2 Seasons,,2.0,44.0,7.1,89,30526,,Amblin Entertainment,0,20,A mother accidentally an old friend returning and hilarity ensues.
s1982,The Last Kingdom,Movie,Netflix,Thriller,"Thriller, Crime, Mystery",Steven Iñárritu,"Pedro Pascal, Marion Cotillard, Song Kang-ho, Dwayne Johnson",United States,English,2017,2018-01-09,Not Rated,104 min,104.0,,,6.8,65,58169,14.1,Working Title Films,0,82,"When doctor witnesses a crime, they become the target of a shadowy organization."
s1983,A Quiet Place,Movie,Disney+,Fantasy,"Fantasy, Sci-Fi, Romance",Ryan Tarantino,"Will Smith, Cate Blanchett, Florence Pugh, Emma Thompson, Masami Nagasawa",United States,English,2014,2015-03-17,PG,152 min,152.0,,,5.9,62,1982,13.8,Ghibli,0,4,A mother must confront impossible odds while trying to save those he loves.
s1984,The Sandman,TV Show,Crunchyroll,Documentary,Documentary,Taika Coppola,"Idris Elba, Aamir Khan",United States,English,2022,2022-08-03,TV-14,4 Seasons,,4.0,48.0,7.4,60,145909,,DreamWorks,0,55,The true story of a shocking revelation and the people who lived it.
s1985,Beyond Reality,Movie,Netflix,Sci-Fi,Sci-Fi,David Chan-wook,"Ranveer Singh, Millie Bobby Brown, Angelina Jolie",United States,English,2004,2004-11-03,PG-13,135 min,135.0,,,6.2,50,24137,27.0,Excel Entertainment,0,52,A breakthrough in quantum computing leads to unforeseen consequences.
s1986,The Last Kingdom,Movie,Hulu,Thriller,Thriller,Kathryn Zhao,"Florence Pugh, Cate Blanchett, Will Smith, IU, Deepika Padukone",Brazil,Portuguese,2018,2018-08-17,Not Rated,126 min,126.0,,,5.6,57,802,2.2,Sony Pictures,0,0,"When mother witnesses a crime, they become the target of a ruthless crime lord."
s1987,In the Shadow of Giants,Movie,Amazon Prime Video,Musical,Musical,Anurag Almodóvar,"Viola Davis, Deepika Padukone",United States,English,2026,2026-07-20,PG,87 min,87.0,,,6.3,48,23788,130.0,Universal Pictures,0,36,A teacher must confront personal demons while trying to save those he loves.
s1988,Between Two Worlds,Movie,Netflix,Sci-Fi,"Sci-Fi, Drama, Action",Alfonso Zhao,"Margot Robbie, Shah Rukh Khan, Denzel Washington, Timothée Chalamet, Vicky Kaushal",Sweden,Swedish,2024,2024-02-24,R,131 min,131.0,,,7.1,65,366086,25.5,Amblin Entertainment,0,858,A breakthrough in genetic engineering leads to unforeseen consequences.
s1989,The Gentlemen,TV Show,HBO Max,Kids,Kids,,"Marion Cotillard, Oscar Isaac, Noah Schnapp",United States,English,2023,2025-10-19,TV-14,1 Season,,1.0,10.0,6.0,63,151797,,Sony Pictures,0,234,"When detective loses everything, they embark on a journey to uncover the truth."
s1990,The Diplomat,TV Show,Netflix,Anime,"Anime, Game Show",,"Nicole Kidman, Robert De Niro, Priyanka Chopra",Spain,Spanish,2006,2006-01-09,TV-14,2 Seasons,,2.0,20.0,6.2,60,5082,,Lionsgate,0,9,A scientist must confront personal demons while trying to save those he loves.
s1991,Kingdom,TV Show,Netflix,Documentary,Documentary,Bong Nolan,"Tilda Swinton, Antonio Banderas",Argentina,Spanish,2015,2017-01-16,TV-14,3 Seasons,,3.0,36.0,6.2,54,810,,Walt Disney Pictures,0,0,An investigation into art heist that shook the world.
s1992,The Morning Show,TV Show,Netflix,Crime,Crime,Anurag Kore-eda,"Park Seo-joon, Cate Blanchett, Ken Watanabe",United States,English,1995,1996-08-13,TV-PG,1 Season,,1.0,6.0,5.3,69,63960,,Apple Studios,0,143,"When scientist loses everything, they embark on a journey to rebuild her life."
s1993,The Morning Show,TV Show,Netflix,Drama,"Drama, Anime",Denis Hirani,"Oscar Isaac, Leonardo DiCaprio, Millie Bobby Brown, Timothée Chalamet, Vicky Kaushal",France,French,2009,2009-10-14,TV-PG,1 Season,,1.0,12.0,5.9,43,7334,,Lionsgate,0,17,"When musician loses everything, they embark on a journey to rebuild her life."
s1994,When the Stars Fall,Movie,Amazon Prime Video,Comedy,"Comedy, Fantasy",,"Gong Yoo, Priyanka Chopra",United States,English,2026,2026-04-27,Not Rated,120 min,120.0,,,6.5,56,5222,5.0,20th Century Studios,0,2,A soldier accidentally a mysterious disappearance and hilarity ensues.
s1995,In the Name of Love,Movie,Amazon Prime Video,Action,Action,Steven Scorsese,"Hiroyuki Sanada, Timothée Chalamet, Leonardo DiCaprio",Brazil,Portuguese,2023,2023-10-07,Not Rated,144 min,144.0,,,6.6,47,1057,286.6,Amazon MGM Studios,1,2,"After an old friend returning, teacher seeks revenge against a ruthless crime lord."
s1996,The Last Summer,Movie,Netflix,Comedy,"Comedy, Musical",Denis DuVernay,"Daniel Craig, Viola Davis",Australia,English,2022,2023-05-06,PG-13,118 min,118.0,,,7.4,68,3986,37.0,Universal Pictures,0,3,artist must navigate the chaos of suburban life.
s1997,Paradox,Movie,Hulu,Action,"Action, Documentary",Alfonso Waititi,"Timothée Chalamet, Angelina Jolie, Zendaya, Jun Ji-hyun",United Kingdom,English,2012,2012-11-27,R,109 min,109.0,,,7.7,99,67848,56.9,Ghibli,0,34,"After an old friend returning, mother seeks revenge against a shadowy organization."
s1998,The Witcher,TV Show,Disney+,Drama,Drama,Alfonso Kashyap,"Viola Davis, Will Smith, Amitabh Bachchan, Song Kang-ho",United States,English,2017,2017-01-09,TV-14,1 Season,,1.0,10.0,5.4,52,551,,Illumination,0,1,"As an old friend returning unfolds, scientist discovers a family conspiracy."
s1999,The Marvelous Mrs,TV Show,Peacock,Comedy,"Comedy, Sports",,"Brad Pitt, Nicole Kidman",United States,English,2016,2016-12-27,TV-Y7,3 Seasons,,3.0,30.0,9.7,88,12764,,Amazon MGM Studios,1,24,"When artist meets an old friend, their lives turn upside down."
s2000,Between Tomorrow and Never,Movie,Amazon Prime Video,Action,"Action, Sci-Fi",Alejandro Villeneuve,"Daniel Craig, Ranveer Singh, Margot Robbie, Noah Schnapp",Japan,Japanese,2019,2021-11-16,Not Rated,147 min,147.0,,,5.4,51,27968,10.6,Marvel Studios,0,62,detective must stop a ruthless crime lord before trying to save those he loves.
s2001,A Quiet Place,Movie,Paramount+,Sci-Fi,Sci-Fi,Cate Almodóvar,"Aamir Khan, Léa Seydoux, Timothée Chalamet",Argentina,Spanish,2024,2025-12-06,R,90 min,90.0,,,7.2,68,1056,113.6,Netflix Studios,0,1,"When musician discovers they can read minds, reality begins to shift."
s2002,Beyond the Horizon,Movie,Disney+,Drama,Drama,Lars Gerwig,"Pedro Pascal, Park Seo-joon, Daniel Craig, Amitabh Bachchan",Brazil,Portuguese,2013,2013-07-14,R,74 min,74.0,,,7.3,71,844,30.8,Netflix Studios,0,0,"As an old friend returning unfolds, doctor discovers a family conspiracy."
s2003,In the Shadow of Giants,Movie,Apple TV+,Crime,"Crime, Thriller",Ryan Almodóvar,"Oscar Isaac, Ryan Reynolds, Jun Ji-hyun, Denzel Washington, Vicky Kaushal",Thailand,Thai,2011,2011-12-18,Not Rated,107 min,107.0,,,6.8,57,7310,25.7,T-Series,0,14,"When soldier loses everything, they embark on a journey to find redemption."
s2004,Labyrinth,Movie,Paramount+,Crime,"Crime, War",Denis Waititi,"Shah Rukh Khan, Ken Watanabe, Park Seo-joon",Mexico,Spanish,2024,2025-06-27,Not Rated,143 min,143.0,,,7.2,84,903,6.9,Pixar,0,1,A detective must confront impossible odds while discovering who he truly is.
s2005,Echoes,Movie,Disney+,Drama,Drama,Quentin Almodóvar,"Ryan Reynolds, Amitabh Bachchan",United States,English,2009,2009-05-17,PG-13,121 min,121.0,,,8.2,85,24299,27.8,Studio Ghibli,5,8,"As a shocking revelation unfolds, journalist discovers his true identity."
s2006,The Conductor,Movie,Amazon Prime Video,Action,"Action, War",Park Kore-eda,"Vicky Kaushal, Jennifer Lawrence, Ranbir Kapoor, Antonio Banderas",United Kingdom,English,2010,2011-04-03,R,105 min,105.0,,,7.0,76,50,23.2,Ghibli,0,0,teacher must stop a shadowy organization before risking everything.
s2007,Shogun,TV Show,Disney+,Animation,Animation,Quentin Fincher,"Tilda Swinton, Daniel Craig, Timothée Chalamet, Scarlett Johansson",United States,English,2015,2015-04-14,TV-14,4 Seasons,,4.0,48.0,5.7,63,112780,,CJ Entertainment,0,58,A doctor must confront his past while discovering who he truly is.
s2008,The Bear,TV Show,Disney+,Drama,Drama,Christopher Akhtar,"Sakura Ando, Kareena Kapoor, IU",South Korea,Korean,2023,2023-05-19,TV-14,1 Season,,1.0,10.0,6.2,59,5268,,MAPPA,0,12,"As a deadly accident unfolds, teacher discovers a hidden truth."
s2009,The Last Whisper,Movie,Amazon Prime Video,Sci-Fi,Sci-Fi,Alejandro Iñárritu,"Robert De Niro, Emma Thompson, Ryan Reynolds",United Kingdom,English,2013,2016-10-16,PG-13,136 min,136.0,,,7.5,80,5939,26.0,Bad Robot,0,9,"When musician discovers they can see the future, reality begins to shift."
s2010,Bridgerton,TV Show,Hulu,Anime,Anime,,"Jun Ji-hyun, Kim Soo-hyun, Jenna Ortega, Penélope Cruz, Antonio Banderas",South Korea,Korean,2026,2026-03-08,TV-14,1 Season,,1.0,22.0,5.6,42,8023,,Netflix Studios,0,18,"As an old friend returning unfolds, mother discovers a hidden truth."
s2011,The Diplomat,TV Show,Amazon Prime Video,Drama,"Drama, Sci-Fi",,"Cate Blanchett, Zendaya",Spain,Spanish,2023,2023-08-01,TV-MA,1 Season,,1.0,8.0,6.8,71,4664,,A24,0,5,"When mother loses everything, they embark on a journey to rebuild her life."
s2012,Beyond Redemption,Movie,Amazon Prime Video,Documentary,"Documentary, Musical",Pedro DuVernay,"Léa Seydoux, Emma Thompson, Brad Pitt, Nicole Kidman",United Kingdom,English,2007,2009-08-05,R,132 min,132.0,,,4.8,54,2090,0.8,Legendary Pictures,0,4,The true story of an old friend returning and the people who lived it.
s2013,The Night Agent,TV Show,Disney+,Anime,"Anime, Animation, Reality TV",Chloé Fincher,"Javier Bardem, Florence Pugh, Vicky Kaushal",Australia,English,2022,2026-03-01,TV-Y7,3 Seasons,,3.0,30.0,7.5,71,25320,,A24,0,58,"As a shocking revelation unfolds, musician discovers a family conspiracy."
s2014,Beyond Forever,Movie,Netflix,Drama,"Drama, Documentary",Taika Fincher,"Daniel Craig, Tom Hanks, Brad Pitt, Amitabh Bachchan",Germany,German,2020,2020-10-24,PG-13,147 min,147.0,,,7.1,76,564,7.3,Dharma Productions,0,0,"As a deadly accident unfolds, criminal discovers a hidden truth."
s2015,The Watchmaker,Movie,Disney+,Drama,Drama,,"Angelina Jolie, Leonardo DiCaprio",Japan,Japanese,2021,2026-03-15,Not Rated,99 min,99.0,,,6.7,67,7082,3.5,Studio Ghibli,0,7,"When doctor loses everything, they embark on a journey to uncover the truth."
s2016,Beyond Forever,Movie,Apple TV+,Comedy,"Comedy, Animation",Taika Kurosawa,"Ken Watanabe, Penélope Cruz, Paul Mescal, Marion Cotillard",South Korea,Korean,2026,2026-03-05,PG-13,171 min,171.0,,,5.5,53,38020,9.4,Illumination,0,81,soldier must navigate the chaos of modern dating.
s2017,When Night Comes,Movie,Netflix,Drama,"Drama, Thriller",Greta DuVernay,"Scarlett Johansson, Sakura Ando, Daniel Craig, Oscar Isaac, Lupita Nyong'o",United Kingdom,English,2023,2026-11-18,NC-17,76 min,76.0,,,6.5,84,1096,19.5,Amazon MGM Studios,0,0,A teacher must confront moral dilemmas while trying to save those he loves.
s2018,Between Us,Movie,Amazon Prime Video,Romance,"Romance, Animation, Thriller",Pedro Kore-eda,"Hiroyuki Sanada, Viola Davis, Ken Watanabe, Song Kang-ho, Paul Mescal",India,Hindi,2012,2014-06-03,R,131 min,131.0,,,7.8,81,5826,22.6,Studio Ghibli,0,2,"After years apart, doctor reconnects with an old friend in apartment building."
s2019,In the Depths of Night,Movie,Amazon Prime Video,Drama,"Drama, Documentary",Pedro Kore-eda,"Will Smith, Léa Seydoux, Jennifer Lawrence",United States,English,2017,2019-05-05,R,89 min,89.0,,,7.1,68,6224,12.3,Walt Disney Pictures,0,4,"When soldier loses everything, they embark on a journey to uncover the truth."
s2020,Beyond Redemption,Movie,HBO Max,Drama,"Drama, Adventure",Alejandro Cuarón,"Ayaka Miyoshi, Viola Davis, IU, Margot Robbie, Jenna Ortega",United States,English,2024,2025-08-21,Not Rated,147 min,147.0,,,5.3,55,405,38.4,Blumhouse,0,0,A criminal must confront moral dilemmas while trying to save those he loves.
s2021,Beyond Shadows,Movie,Hulu,Drama,Drama,Jordan Kore-eda,"Kim Soo-hyun, Antonio Banderas, Marion Cotillard, Ranbir Kapoor",United States,English,2024,2024-09-13,Not Rated,105 min,105.0,,,6.0,59,5432,16.3,Blumhouse,0,8,"As a shocking revelation unfolds, criminal discovers a hidden truth."
s2022,Beyond the Silence,Movie,Paramount+,Drama,Drama,Taika Iñárritu,"Marion Cotillard, Robert De Niro, Aamir Khan, Kim Soo-hyun, Masami Nagasawa",Thailand,Thai,2012,2012-11-27,Not Rated,89 min,89.0,,,5.6,47,8156,19.2,Marvel Studios,0,16,"When soldier loses everything, they embark on a journey to find redemption."
s2023,Revelation,Movie,Netflix,Comedy,"Comedy, Romance",,"Scarlett Johansson, Oscar Isaac",United States,English,1984,1985-07-10,R,129 min,129.0,,,5.7,59,29440,3.6,Excel Entertainment,0,49,A musician accidentally a shocking revelation and hilarity ensues.
s2024,In the Depths of Night,Movie,Netflix,Animation,"Animation, Adventure",Chloé Coppola,"Vicky Kaushal, Javier Bardem, Deepika Padukone, Amitabh Bachchan",India,Hindi,2003,2003-11-17,R,98 min,98.0,,,6.5,66,14963,11.1,Bad Robot,0,11,"As a shocking revelation unfolds, teacher discovers a family conspiracy."
s2025,The Queen's Gambit,Movie,Disney+,Action,Action,Chloé Scorsese,"Florence Pugh, Marion Cotillard",United States,English,2010,2010-08-07,G,90 min,90.0,,,6.4,65,48013,11.4,Excel Entertainment,0,98,A former spy is pulled back into action when a shocking revelation.
s2026,In the Name of Love,Movie,Hulu,Sci-Fi,Sci-Fi,,"Alia Bhatt, Gong Yoo, Lupita Nyong'o",Japan,Japanese,2017,2017-04-15,PG-13,108 min,108.0,,,6.9,53,12275,33.8,Amblin Entertainment,0,23,"In the year 3000, humanity faces invasion from the deep ocean."
s2027,In the Heart of Winter,Movie,Disney+,Documentary,"Documentary, Comedy",,"Noah Schnapp, Daniel Craig",United Kingdom,English,2019,2020-10-26,R,110 min,110.0,,,8.3,73,25919,0.3,Yash Raj Films,1,49,An in-depth look at sports legends and its impact on society.
s2028,The Lincoln Lawyer,TV Show,Disney+,Drama,"Drama, Crime",Christopher Kashyap,"Dwayne Johnson, Antonio Banderas, Daniel Craig",France,French,2023,2023-01-07,TV-PG,2 Seasons,,2.0,12.0,7.2,78,18286,,Skydance Media,0,40,A doctor must confront family secrets while discovering who he truly is.
s2029,The Witcher,TV Show,Netflix,Game Show,"Game Show, Talk Show",Lars Zhao,"Paul Mescal, Park Seo-joon, Léa Seydoux",Japan,Japanese,2021,2021-12-09,TV-14,1 Season,,1.0,12.0,7.4,81,11927,,Skydance Media,0,8,"When musician loses everything, they embark on a journey to rebuild her life."
s2030,The Lincoln Lawyer: Origins,TV Show,Amazon Prime Video,Documentary,"Documentary, Comedy",,"Robert De Niro, Ayaka Miyoshi",Spain,Spanish,2014,2019-01-06,TV-PG,3 Seasons,,3.0,66.0,6.7,68,4899,,Working Title Films,0,6,An in-depth look at climate change and its impact on society.
s2031,Severance,TV Show,HBO Max,Animation,Animation,,"Denzel Washington, Ranveer Singh, Song Kang-ho",Germany,German,2000,2001-08-16,TV-14,4 Seasons,,4.0,40.0,8.3,81,759,,Red Chillies Entertainment,0,1,"As a shocking revelation unfolds, soldier discovers his true identity."
s2032,When the Stars Fall,Movie,HBO Max,Comedy,Comedy,,"Jenna Ortega, Angelina Jolie, Margot Robbie",Canada,English,2024,2026-12-26,PG-13,88 min,88.0,,,6.5,63,13538,4.0,Warner Bros,0,25,"When soldier meets a mysterious woman, their lives turn upside down."
s2033,The Recruit,TV Show,Hulu,Reality TV,"Reality TV, Documentary",,"Priyanka Chopra, Will Smith",South Korea,Korean,2014,2019-12-17,TV-PG,7 Seasons,,7.0,84.0,6.9,71,18003,,Working Title Films,0,40,"When journalist loses everything, they embark on a journey to find redemption."
s2034,In the Name of Love,Movie,Netflix,Thriller,"Thriller, Drama",Jordan Spielberg,"Ryan Reynolds, Brad Pitt, Javier Bardem",Japan,Japanese,2021,2021-01-12,PG-13,133 min,133.0,,,7.3,55,3988,61.7,Dharma Productions,0,7,A soldier uncovers a dark secret about government.
s2035,The Lincoln Lawyer,TV Show,Disney+,Comedy,"Comedy, Game Show",,"Sakura Ando, Vicky Kaushal, Jennifer Lawrence",United States,English,2012,2016-06-27,TV-14,1 Season,,1.0,8.0,6.7,77,4967,,Blumhouse,0,10,scientist must navigate the chaos of corporate America.
